????,day1,day2,day3,day4,day5,day6,?????,1,day1,day2,day3,day4,day5,day6,?????,,,,,,
,33.6,34.4,34.1,32.5,32.5,27.3,,351,33.6,34.4,34.1,32.5,32.5,27.3,,,,,,,
,32.76666667,34.1,33.55,31.8,31.8,26.7,,352,32.76666667,34,33.55,31.8,31.8,26.7,,,,,,,
,32.7,34.11666667,33.68333333,31.8,31.8,26.7,,353,32.7,34,33.68333333,31.8,31.8,26.7,,,,,,,
,32.7,34.1,33.61666667,31.8,31.8,26.7,,354,32.7,34.06,33.61666667,31.8,31.8,26.7,,,,,,,
,32.7,34.1,33.46666667,31.85,31.85,26.7,,355,32.7,34.12,33.46666667,31.85,31.85,26.7,,,,,,,
,32.7,34.08333333,33.51666667,31.9,31.9,26.7,,356,32.7,34.15,33.51666667,31.9,31.9,26.7,,,,,,,
,32.7,34.1,33.53333333,31.9,31.9,26.7,,357,32.7,34.11,33.53333333,31.9,31.9,26.7,,,,,,,
,32.7,34.08333333,33.9,31.9,31.9,26.7,,358,32.7,34.08,33.5,31.9,31.9,26.7,,,,,,,
,32.66666667,34.1,34,31.9,31.9,26.75,,359,32.66666667,34.02,33.6,31.9,31.9,26.75,,,,,,,
,32.61666667,34.1,33.93333333,31.9,31.9,26.8,,360,32.61666667,34.1,33.53333333,31.9,31.9,26.8,,,,,,,
,32.6,34.1,33.88333333,31.9,31.9,26.8,,361,32.6,34.1,33.48333333,31.9,31.9,26.8,,,,,,,
,32.6,34.06666667,33.96666667,32,32,26.8,,362,32.6,34.06666667,33.56666667,32,32,26.8,,,,,,,
,32.63333333,34.06666667,33.75,32,32,26.8,,363,32.63333333,34.06666667,33.65,32,32,26.8,,,,,,,
,32.65,33.96666667,33.53333333,32,32,26.8,,364,32.65,33.96666667,33.53333333,32,32,26.8,,,,,,,
,32.7,34.03333333,33.51666667,32,32,26.8,,365,32.7,34.03333333,33.51666667,32,32,26.8,,,,,,,
,32.71666667,34.08333333,33.63333333,31.96666667,31.96666667,26.8,,366,32.71666667,34.08333333,33.63333333,31.96666667,31.96666667,26.8,,,,,,,
,32.73333333,34.01666667,33.65,32,32,26.8,,367,32.73333333,34.01666667,33.65,32,32,26.8,,,,,,,
,32.76666667,34.06666667,33.71666667,32,32,26.8,,368,32.76666667,34.06666667,33.71666667,32,32,26.9,,,,,,,
,32.75,34.11666667,33.7,32.1,32.1,26.8,,369,32.75,34.11666667,33.7,32.1,32.1,26.8,,,,,,,
,32.8,34.2,33.65,32.18333333,32.18333333,26.8,,370,32.8,34.15,33.65,32.18333333,32.18333333,26.9,,,,,,,
,32.8,34.26666667,33.58333333,32.2,32.2,26.78333333,,371,32.8,34.17,33.58333333,32.2,32.2,26.9,,,,,,,
,32.8,34.2,33.6,32.3,32.3,26.71666667,,372,32.8,34.19,33.6,32.3,32.3,26.9,,,,,,,
,32.8,34.21666667,33.7,32.26666667,32.26666667,26.7,,373,32.8,34.17,33.7,32.26666667,32.26666667,26.9,,,,,,,
,32.8,34.26666667,33.61666667,32.26666667,32.26666667,26.7,,374,32.8,34.19,33.61666667,32.26666667,32.26666667,27,,,,,,,
,32.8,34.3,33.66666667,32.23333333,32.23333333,26.7,,375,32.8,34.22,33.66666667,32.23333333,32.23333333,27,,,,,,,
,32.8,34.21666667,33.65,32.2,32.2,26.7,,376,32.8,34.23,33.65,32.2,32.2,27,,,,,,,
,32.8,34.18333333,33.7,32.2,32.2,26.75,,377,32.8,34.25,33.7,32.2,32.2,27,,,,,,,
,32.8,34.2,33.7,32.2,32.2,26.81666667,,378,32.8,34.24,33.7,32.2,32.2,27,,,,,,,
,32.8,34.2,33.65,32.23333333,32.23333333,26.9,,379,32.8,34.28,33.65,32.23333333,32.23333333,26.9,,,,,,,
,32.8,34.18333333,33.7,32.3,32.3,26.96666667,,380,32.8,34.28333333,33.7,32.3,32.3,26.96666667,,,,,,,
,32.81666667,34.18333333,33.7,32.3,32.3,27,,381,32.81666667,34.28333333,33.7,32.3,32.3,27,,,,,,,
,32.9,34.2,33.7,32.3,32.3,27,,382,32.9,34.3,33.7,32.3,32.3,27,,,,,,,
,32.9,34.18333333,33.7,32.38333333,32.38333333,27.06666667,,383,32.9,34.28333333,33.7,32.38333333,32.38333333,27.06666667,,,,,,,
,32.96666667,34.2,33.7,32.4,32.4,27.1,,384,32.96666667,34.3,33.7,32.4,32.4,27.1,,,,,,,
,33,34.2,33.7,32.4,32.4,27.1,,385,33,34.3,33.7,32.4,32.4,27.1,,,,,,,
,33.05,34.2,33.7,32.4,32.4,27.1,,386,33.05,34.3,33.7,32.4,32.4,27.1,,,,,,,
,33.1,34.2,33.7,32.4,32.4,27.1,,387,33.1,34.3,33.7,32.4,32.4,27.1,,,,,,,
,33.1,34.3,33.7,32.31666667,32.31666667,27.1,,388,33.1,34.3,33.7,32.31666667,32.31666667,27.1,,,,,,,
,33.1,34.25,33.78333333,32.3,32.3,27.1,,389,33.1,34.3,33.78333333,32.3,32.3,27.1,,,,,,,
,33.1,34.28333333,33.8,32.36666667,32.36666667,27.1,,390,33.1,34.33333333,33.8,32.36666667,32.36666667,27.1,,,,,,,
,33.1,34.2,33.88333333,32.36666667,32.36666667,27.1,,391,33.1,34.25,33.88333333,32.36666667,32.36666667,27.1,,,,,,,
,33.11666667,34.23333333,33.9,32.4,32.4,27.1,,392,33.11666667,34.28333333,33.9,32.4,32.4,27.1,,,,,,,
,33.18333333,34.3,33.9,32.35,32.35,27.1,,393,33.18333333,34.4,33.9,32.4,32.35,27.1,,,,,,,
,33.21666667,34.33333333,33.9,32.3,32.3,27.1,,394,33.21666667,34.43333333,33.9,32.4,32.3,27.2,,,,,,,
,33.3,34.38333333,33.9,32.3,32.3,27.1,,395,33.3,34.48333333,33.9,32.4,32.3,27.2,,,,,,,
,33.33333333,34.36666667,33.9,32.3,32.3,27.1,,396,33.33333333,34.46666667,33.9,32.5,32.3,27.2,,,,,,,
,33.45,34.31666667,33.9,32.3,32.3,27.1,,397,33.45,34.41666667,33.9,32.5,32.3,27.2,,,,,,,
,33.56666667,34.3,33.9,32.3,32.3,27.1,,398,33.56666667,34.4,33.9,32.5,32.3,27.2,,,,,,,
,33.6,34.26666667,33.96666667,32.3,32.3,27.1,,399,33.6,34.36666667,33.96666667,32.5,32.3,27.2,,,,,,,
,33.6,34.33333333,34,32.3,32.3,27.1,,400,33.6,34.43333333,34,32.5,32.3,27.2,,,,,,,
,33.65,34.36666667,34.05,32.3,32.3,27.13333333,,401,33.65,34.46,34.05,32.5,32.3,27.2,,,,,,,
